# pinyin	word	lcid	rcid	mid	value
shen	㑗	1288	1288	501	-6.5
shen	㕥	1288	1288	501	-6.5
shen	㚞	1288	1288	501	-6.5
shen	㚨	1288	1288	501	-6.5
shen	㜪	1288	1288	501	-6.5
shen	㮱	1288	1288	501	-6.5
shen	㰂	1288	1288	501	-6.5
shen	㰮	1288	1288	501	-6.5
shen	㵕	1288	1288	501	-6.5
shen	㾕	1288	1288	501	-6.5
shen	䅸	1288	1288	501	-6.5
shen	䆦	1288	1288	501	-6.5
shen	䯂	1288	1288	501	-6.5
shen	䰠	1288	1288	501	-6.5
shen	什	1288	1288	501	-30.0
shen	伸	1288	1288	501	-30.0
shen	侁	1288	1288	501	-6.5
shen	侺	1288	1288	501	-6.5
shen	兟	1288	1288	501	-6.5
shen	呻	1288	1288	501	-30.0
shen	哂	1288	1288	501	-30.0
shen	堔	1288	1288	501	-6.5
shen	妽	1288	1288	501	-6.5
shen	姺	1288	1288	501	-6.5
shen	娠	1288	1288	501	-30.0
shen	婶	1288	1288	501	-6.5
shen	嬸	1288	1288	501	-6.5
shen	审	1288	1288	501	-6.5
shen	宷	1288	1288	501	-6.5
shen	審	1288	1288	501	-30.0
shen	屾	1288	1288	501	-6.5
shen	峷	1288	1288	501	-6.5
shen	弞	1288	1288	501	-6.5
shen	愼	1288	1288	501	-30.0
shen	慎	1288	1288	501	-30.0
shen	扟	1288	1288	501	-6.5
shen	敒	1288	1288	501	-6.5
shen	昚	1288	1288	501	-6.5
shen	曋	1288	1288	501	-6.5
shen	曑	1288	1288	501	-6.5
shen	柛	1288	1288	501	-6.5
shen	棽	1288	1288	501	-6.5
shen	椹	1288	1288	501	-30.0
shen	榊	1285	1285	74	-12.041799545288086
shen	氠	1288	1288	501	-6.5
shen	沈	1288	1288	501	-30.0
shen	涁	1288	1288	501	-6.5
shen	深	1291	1291	220	-11.13949966430664
shen	渖	1288	1288	501	-6.5
shen	渗	1288	1288	501	-6.5
shen	滲	1288	1288	501	-30.0
shen	瀋	1288	1288	501	-30.0
shen	燊	1288	1288	501	-6.5
shen	珅	1288	1288	501	-6.5
shen	甚	11	11	497	-11.480299949645996
shen	甡	1288	1288	501	-6.5
shen	甧	1288	1288	501	-6.5
shen	申	1285	1285	193	-11.513400077819824
shen	瘆	1288	1288	501	-6.5
shen	瘮	1288	1288	501	-6.5
shen	眒	1288	1288	501	-6.5
shen	眘	1288	1288	501	-6.5
shen	瞫	1288	1288	501	-6.5
shen	矤	1288	1288	501	-6.5
shen	矧	1288	1288	501	-30.0
shen	砷	1288	1288	501	-6.5
shen	神	1288	1288	501	-30.0
shen	祳	1288	1288	501	-6.5
shen	穼	1288	1288	501	-6.5
shen	籶	1288	1288	501	-6.5
shen	籸	1288	1288	501	-6.5
shen	紳	1285	1285	128	-18.28529930114746
shen	绅	1288	1288	501	-6.5
shen	罙	1288	1288	501	-6.5
shen	罧	1288	1288	501	-30.0
shen	肾	1288	1288	501	-6.5
shen	胂	1288	1288	501	-6.5
shen	脤	1288	1288	501	-6.5
shen	腎	1285	1285	183	-11.905900001525879
shen	莘	1288	1288	501	-6.5
shen	葠	1288	1288	501	-6.5
shen	蓡	1288	1288	501	-6.5
shen	蔘	1285	1285	93	-18.28529930114746
shen	薓	1288	1288	501	-6.5
shen	蜃	1288	1288	501	-30.0
shen	蜄	1288	1288	501	-6.5
shen	裑	1288	1288	501	-6.5
shen	覾	1288	1288	501	-6.5
shen	訠	1288	1288	501	-6.5
shen	訷	1288	1288	501	-6.5
shen	詵	1288	1288	501	-6.5
shen	諗	1288	1288	501	-6.5
shen	讅	1288	1288	501	-6.5
shen	诜	1288	1288	501	-6.5
shen	谂	1288	1288	501	-6.5
shen	谉	1288	1288	501	-6.5
shen	身	1285	1285	252	-8.435199737548828
shen	邥	1288	1288	501	-6.5
shen	鋠	1288	1288	501	-6.5
shen	頣	1288	1288	501	-6.5
shen	駪	1288	1288	501	-6.5
shen	魫	1288	1288	501	-6.5
shen	鯓	1288	1288	501	-6.5
shen	鯵	1285	1285	93	-13.207300186157227
shen	鰰	1285	1285	501	-16.4064998626709
shen	鰺	1285	1285	321	-14.556300163269043
shen	鲹	1288	1288	501	-6.5
shen	鵢	1288	1288	501	-6.5
shen	𠂧	1288	1288	501	-6.5
shen	𠃫	1288	1288	501	-6.5
shen	𠗿	1288	1288	501	-6.5
shen	𠘆	1288	1288	501	-6.5
shen	𠻝	1288	1288	501	-6.5
shen	𡖬	1288	1288	501	-6.5
shen	𡼬	1288	1288	501	-6.5
shen	𢈇	1288	1288	501	-6.5
shen	𢈯	1288	1288	501	-6.5
shen	𢊖	1288	1288	501	-6.5
shen	𢊲	1288	1288	501	-6.5
shen	𢏎	1288	1288	501	-6.5
shen	𢏦	1288	1288	501	-6.5
shen	𢘊	1288	1288	501	-6.5
shen	𢸙	1288	1288	501	-6.5
shen	𣇗	1288	1288	501	-6.5
shen	𣔗	1288	1288	501	-6.5
shen	𣘘	1288	1288	501	-6.5
shen	𣘲	1288	1288	501	-6.5
shen	𣿇	1288	1288	501	-6.5
shen	𤏗	1288	1288	501	-6.5
shen	𤕊	1288	1288	501	-6.5
shen	𤶴	1288	1288	501	-6.5
shen	𥆣	1288	1288	501	-6.5
shen	𥏖	1288	1288	501	-6.5
shen	𥥍	1288	1288	501	-6.5
shen	𥥿	1288	1288	501	-6.5
shen	𥬐	1288	1288	501	-6.5
shen	𥳱	1288	1288	501	-6.5
shen	𥸬	1288	1288	501	-6.5
shen	𦌀	1288	1288	501	-6.5
shen	𦐹	1288	1288	501	-6.5
shen	𦕽	1288	1288	501	-6.5
shen	𦜊	1288	1288	501	-6.5
shen	𦜜	1288	1288	501	-6.5
shen	𦸂	1288	1288	501	-6.5
shen	𦸯	1288	1288	501	-6.5
shen	𦺷	1288	1288	501	-6.5
shen	𧀯	1288	1288	501	-6.5
shen	𧢹	1288	1288	501	-6.5
shen	𨊘	1288	1288	501	-6.5
shen	𨐍	1288	1288	501	-6.5
shen	𨐔	1288	1288	501	-6.5
shen	𨐕	1288	1288	501	-6.5
shen	𨝐	1288	1288	501	-6.5
shen	𨞲	1288	1288	501	-6.5
shen	𨴐	1288	1288	501	-6.5
shen	𩉼	1288	1288	501	-6.5
shen	𩶇	1288	1288	501	-6.5
shen	𩺵	1288	1288	501	-6.5
shen	𫓵	1288	1288	501	-6.5
shen	𬬹	1288	1288	501	-6.5
shen	𬳽	1288	1288	501	-6.5
shen	𭡜	1288	1288	501	-6.5
shen	𰄁	1288	1288	501	-6.5
shen	𰗵	1288	1288	501	-6.5
shen	𱇙	1288	1288	501	-6.5
shen	𱵁	1288	1288	501	-6.5
shen	𱽖	1288	1288	501	-6.5
shena	赦那	1289	1289	501	-17.04050064086914
shenaduojinbimai	神阿多津比賣	1289	1289	501	-17.04050064086914
shenai	深愛	1285	1285	501	-18.28529930114746
shenai	腎癌	1285	1285	192	-18.28529930114746
shenan	審案	1285	1285	501	-18.28529930114746
shenan	慎庵	1291	1291	501	-17.239099502563477
shenan	攝南	1291	1291	501	-17.239099502563477
shenan	深安	1290	1290	110	-16.364900588989258
shenandaxue	摂南大学	1292	1292	187	-12.31089973449707
shenao	深奥	1285	1285	212	-14.673100471496582
shenba	伸八	1291	1291	501	-17.239099502563477
shenba	甚八	1291	1291	501	-13.130900382995605
shenba	身罷	776	776	501	-16.1294002532959
shenbai	神拝	1285	1285	501	-18.28529930114746
shenbai	神白	1290	1290	501	-14.573100090026855
shenbajinger	神八井耳	1289	1289	501	-17.04050064086914
shenbajingerming	神八井耳命	1288	1288	10	-14.415300369262695
shenban	矧板	1285	1285	501	-18.380599975585938
shenban	神坂	1293	1293	371	-16.41830062866211
shenban	神阪	1290	1290	501	-14.888999938964844
shenban	鯵坂	1290	1290	501	-14.552499771118164
shenban	鰺坂	1290	1290	501	-14.532299995422363
shenbao	什宝	1285	1285	229	-15.734399795532227
shenbao	申報	1285	1285	28	-18.28529930114746
shenbao	神保	1293	1293	344	-10.266599655151367
shenbao	神宝	1285	1285	404	-13.347200393676758
shenbaoting	神保町	1293	1293	2	-15.812100410461426
shenbaowuzhi	神保悟志	1289	1289	122	-19.70599937438965
shenben	神本	1290	1290	495	-12.208000183105469
shenbian	神変	1285	1285	297	-15.595600128173828
shenbian	神辺	1293	1293	231	-14.284799575805664
shenbian	神鞭	1290	1290	501	-15.07699966430664
shenbian	身辺	1285	1285	161	-13.003700256347656
shenbiandiaozha	身辺調査	1288	1288	444	-14.193499565124512
shenbianjinghu	身辺警護	1288	1288	123	-13.675600051879883
shenbianzhengli	身辺整理	1288	1288	241	-14.157400131225586
shenbie	神別	1288	1288	10	-14.289299964904785
shenbing	神兵	1283	1283	501	-17.569299697875977
shenbing	神柄	1285	1285	501	-18.380599975585938
shenbing	身柄	1285	1285	490	-11.788200378417969
shenbingwei	甚兵衛	1293	1293	497	-11.966500282287598
shenbo	伸博	1291	1291	501	-15.44729995727539
shenbo	深鉢	1285	1285	501	-18.28529930114746
shenbo	神波	1290	1290	330	-12.831199645996094
shenbojueli	沈博絶麗	1285	1285	228	-15.672599792480469
shenbu	深部	1285	1285	381	-12.76200008392334
shenbu	神部	1290	1290	330	-12.64680004119873
shenbuquan	腎不全	1288	1288	192	-12.439000129699707
shencai	神菜	1290	1290	501	-15.043100357055664
shencang	愼藏	1291	1291	501	-17.239099502563477
shencao	深草	1293	1293	238	-16.41830062866211
shencao	神草	1285	1285	501	-18.28529930114746
shencaobochuanting	深草秡川町	1293	1293	501	-16.823699951171875
shencaodaohejiamuqiaoting	深草稲荷榎木橋町	1293	1293	501	-16.823699951171875
shencaokaituting	深草開土町	1293	1293	501	-16.823699951171875
shencaoxiahengshengting	深草下横縄町	1293	1293	501	-16.823699951171875
shencaoxiputing	深草西浦町	1293	1293	501	-16.41830062866211
shencaozhiweiqiao	深草直違橋	1293	1293	501	-15.437399864196777
shence	伸側	1285	1285	501	-18.380599975585938
shence	神側	1285	1285	501	-18.380599975585938
shence	神策	1291	1291	501	-17.239099502563477
shence	身側	1285	1285	501	-18.380599975585938
shenceng	深層	1285	1285	381	-12.302499771118164
shencengshui	深層水	1288	1288	381	-14.223999977111816
shencengxinli	深層心理	1288	1288	287	-12.615900039672852
shencengxuexi	深層学習	1288	1288	501	-13.039299964904785
shencha	審察	1285	1285	501	-18.28529930114746
shenchanchaori	神産巣日	1289	1289	501	-17.04050064086914
shenchang	伸暢	1283	1283	501	-17.569299697875977
shenchang	深場	1285	1285	501	-18.380599975585938
shenchang	神嘗	1285	1285	501	-18.380599975585938
shenchang	神昌	1288	1288	501	-18.019500732421875
shenchangji	神嘗祭	1285	1285	482	-14.748299598693848
shenchao	深巣	1290	1290	501	-16.83489990234375
shencheng	沈澄	1285	1285	501	-18.28529930114746
shencheng	深成	1285	1285	501	-18.28529930114746
shencheng	深澄	1291	1291	501	-17.644500732421875
shencheng	甚成	1291	1291	501	-17.239099502563477
shencheng	申棖	1289	1289	501	-17.04050064086914
shencheng	神城	1290	1290	120	-16.83489990234375
shencheng	神成	1290	1290	368	-12.56659984588623
shencheng	身成	1293	1293	365	-13.604900360107422
shenchi	神勅	1288	1288	32	-14.233799934387207
shenchi	神池	1285	1285	3	-18.380599975585938
shenchi	身持	1285	1285	501	-18.380599975585938
shenchong	神虫	1285	1285	501	-18.380599975585938
shenchou	深讐	1285	1285	501	-18.28529930114746
shenchu	滲出	1283	1283	183	-13.694100379943848
shenchu	申出	1285	1285	455	-13.340100288391113
shenchu	神出	1290	1290	120	-16.652599334716797
shenchu	神雛	1285	1285	501	-18.380599975585938
shenchuan	沈船	1285	1285	501	-18.28529930114746
shenchuan	深川	1290	1290	231	-10.194199562072754
shenchuan	神川	1293	1293	330	-13.611599922180176
shenchuang	沈床	1285	1285	501	-18.28529930114746
shenchuang	深窓	1285	1285	56	-15.043100357055664
shenchuanmayi	深川麻衣	1289	1289	122	-13.623000144958496
shenchuanqu	深川区	1288	1288	489	-13.854700088500977
shenchuanshi	深川市	1293	1293	82	-12.612899780273438
shenchuanwan	神川丸	1288	1288	343	-14.238100051879883
shenchuguimei	神出鬼没	1285	1285	26	-13.70359992980957
shenchun	深春	1291	1291	501	-15.041799545288086
shenci	伸次	1291	1291	159	-13.25629997253418
shenci	申次	1285	1285	108	-18.380599975585938
shenci	神祠	1285	1285	404	-18.28529930114746
shencilang	伸次朗	1291	1291	501	-17.239099502563477
shencilang	伸次郎	1291	1291	501	-14.754199981689453
shencilang	慎次郎	1291	1291	501	-14.887700080871582
shencixiuminghui	神慈秀明会	1288	1288	199	-13.392600059509277
shencou	神湊	1293	1293	385	-14.311400413513184
shencu	身粗	1285	1285	501	-18.380599975585938
shencun	深村	1290	1290	501	-14.888999938964844
shencun	神村	1290	1290	370	-12.75059986114502
shencunting	神村町	1293	1293	501	-16.823699951171875
shencunxueyuan	神村学園	1292	1292	491	-12.651100158691406
shenda	深大	1288	1288	501	-17.61400032043457
shenda	深沓	1285	1285	501	-18.380599975585938
shenda	深達	1283	1283	501	-17.569299697875977
shenda	甚大	1287	1287	169	-9.944899559020996
shenda	申達	1283	1283	501	-16.523300170898438
shenda	神大	1292	1292	491	-11.294899940490723
shenda	神達	1290	1290	501	-12.234700202941895
shendai	伸代	1291	1291	501	-16.322799682617188
shendai	深代	1290	1290	501	-14.833399772644043
shendai	神代	1290	1290	10	-12.970000267028809
shendai	身代	1285	1285	74	-16.048500061035156
shendaijin	身代金	1285	1285	474	-12.366800308227539
shendaiwenzi	神代文字	1285	1285	342	-14.29800033569336
shendan	沈旦	1293	1293	501	-16.823699951171875
shendao	伸道	1291	1291	501	-17.239099502563477
shendao	深道	1290	1290	113	-12.407699584960938
shendao	神島	1293	1293	385	-17.922399520874023
shendao	神嶋	1293	1293	501	-16.823699951171875
shendao	神道	1285	1285	365	-11.053099632263184
shendaojia	神道家	1288	1288	10	-14.201700210571289
shendaowunianliu	神道無念流	1288	1288	251	-13.584199905395508
shendaozhengzhilianmeng	神道政治連盟	1292	1292	191	-12.350700378417969
shendaozhiling	神道指令	1288	1288	209	-14.235300064086914
shendasi	深大寺	1293	1293	371	-12.117199897766113
shendasi	神大寺	1293	1293	200	-13.546600341796875
shendasiyuanting	深大寺元町	1293	1293	501	-16.41830062866211
shende	神地	1285	1285	404	-18.28529930114746
shende	神徳	1285	1285	32	-14.3056001663208
shende	神的	1285	1299	17	-13.055500030517578
shendeng	神灯	1285	1285	501	-17.526199340820312
shendeyuan	慎徳院	1289	1289	501	-17.04050064086914
shendi	神敵	1285	1285	501	-18.28529930114746
shendian	沈殿	1283	1283	405	-11.734199523925781
shendian	沈澱	1283	1283	405	-14.466099739074707
shendian	神典	1285	1285	365	-15.452099800109863
shendian	神殿	1285	1285	130	-10.66450023651123
shendie	申牒	1285	1285	501	-18.28529930114746
shending	沈丁	1285	1285	501	-18.044099807739258
shendinghua	沈丁花	1285	1285	484	-14.620599746704102
shendong	沈胴	1285	1285	501	-18.28529930114746
shendou	神都	1285	1285	231	-15.105299949645996
shendu	伸度	1285	1285	501	-18.28529930114746
shendu	慎独	1285	1285	501	-18.28529930114746
shendu	深度	1285	1285	320	-11.881699562072754
shendu	申渡	1285	1285	501	-18.380599975585938
shendu	身読	1283	1283	501	-17.569299697875977
shenduiying	神対応	1288	1288	501	-12.89739990234375
shenduwan	身毒丸	1291	1291	103	-17.239099502563477
shene	沈痾	1285	1285	501	-18.28529930114746
shenei	社内	1285	1285	378	-9.624899864196777
sheneibao	社内報	1292	1292	201	-9.777400016784668
sheneiguiding	社内規定	1288	1288	501	-14.30739974975586
sheneilianai	社内恋愛	1288	1288	501	-14.286299705505371
sheneiwai	社内外	1285	1285	269	-12.874899864196777
sheneizhengzhi	社内政治	1288	1288	501	-13.69279956817627
shener	伸二	1290	1290	439	-14.160799980163574
shener	審爾	1291	1291	501	-17.239099502563477
shener	慎二	1291	1291	439	-12.266900062561035
shener	甚二	1291	1291	501	-15.159600257873535
shener	紳二	1291	1291	501	-17.239099502563477
shener	紳爾	1291	1291	501	-16.25819969177246
shenerlang	伸二郎	1291	1291	501	-14.754199981689453
shenfa	深発	1285	1285	501	-18.28529930114746
shenfa	神法	1285	1285	501	-18.28529930114746
shenfa	神罰	1285	1285	495	-14.061800003051758
shenfang	什方	1293	1293	501	-16.823699951171875
shenfang	伸坊	1291	1291	501	-15.44729995727539
shenfang	身方	1283	1283	501	-17.569299697875977
shenfei	深緋	1285	1285	501	-18.28529930114746
shenfen	申分	1285	1285	501	-18.28529930114746
shenfen	身分	1285	1285	42	-10.286299705505371
shenfeng	神風	1289	1289	343	-17.04050064086914
shenfengtebiegongjidui	神風特別攻撃隊	1288	1288	343	-13.205699920654297
shenfengxing	神風型	1288	1288	144	-14.462300300598145
shenfengxingquzhujian	神風型駆逐艦	1288	1288	343	-13.933500289916992
shenfenzheng	身分証	1288	1288	445	-12.244099617004395
shenfenzhengming	身分証明	1288	1288	501	-13.544300079345703
shenfenzhengmingshu	身分証明書	1288	1288	455	-12.045499801635742
shenfenzhi	身分制	1288	1288	388	-13.519000053405762
shenfenzhidu	身分制度	1288	1288	388	-12.870100021362305
shenfenzhiyihui	身分制議会	1288	1288	446	-14.162699699401855
shenfo	神仏	1285	1285	32	-12.631400108337402
shenfofenli	神仏分離	1288	1288	238	-12.35260009765625
shenfofenliling	神仏分離令	1288	1288	238	-13.093600273132324
shenfohunxiao	神仏混淆	1285	1285	228	-15.672599792480469
shenfoxihe	神仏習合	1288	1288	404	-12.250200271606445
shenfu	伸夫	1291	1291	439	-13.07759952545166
shenfu	伸輔	1291	1291	501	-14.542200088500977
shenfu	沈鳧	1285	1285	501	-18.380599975585938
shenfu	神付	1293	1293	501	-16.823699951171875
shenfu	神父	1285	1285	325	-11.056099891662598
shenfu	神福	1288	1288	501	-18.019500732421875
shenfu	身幅	1285	1285	333	-14.728599548339844
sheng	㗂	1288	1288	501	-6.5
sheng	㮐	1288	1288	501	-6.5
sheng	㱡	1288	1288	501	-6.5
sheng	㼳	1288	1288	501	-6.5
sheng	㾪	1288	1288	501	-6.5
sheng	䁞	1288	1288	501	-6.5
sheng	䚇	1288	1288	501	-6.5
sheng	䞉	1288	1288	501	-6.5
sheng	䪿	1288	1288	501	-6.5
sheng	䱆	1288	1288	501	-6.5
sheng	䲼	1288	1288	501	-6.5
sheng	䴤	1288	1288	501	-6.5
sheng	偗	1288	1288	501	-6.5
sheng	剩	1288	1288	501	-30.0
sheng	剰	776	776	501	-17.697999954223633
sheng	勝	1291	1291	377	-12.308199882507324
sheng	升	1300	1300	454	-11.725000381469727
sheng	呏	1288	1288	501	-6.5
sheng	圣	1288	1288	501	-6.5
sheng	墭	1288	1288	501	-6.5
sheng	声	1298	1298	451	-16.396099090576172
sheng	嵊	1288	1288	501	-6.5
sheng	憴	1288	1288	501	-6.5
sheng	斘	1288	1288	501	-6.5
sheng	昇	1291	1291	128	-10.699999809265137
sheng	晠	1288	1288	501	-6.5
sheng	曻	1291	1291	439	-16.951400756835938
sheng	枡	1285	1285	275	-13.224699974060059
sheng	栍	1288	1288	501	-6.5
sheng	榺	1288	1288	501	-6.5
sheng	橳	1285	1285	501	-19.07379913330078
sheng	殅	1288	1288	501	-6.5
sheng	泩	1288	1288	501	-6.5
sheng	渻	1288	1288	501	-6.5
sheng	湦	1288	1288	501	-6.5
sheng	焺	1288	1288	501	-6.5
sheng	牲	1288	1288	501	-30.0
sheng	狌	1288	1288	501	-6.5
sheng	珄	1288	1288	501	-6.5
sheng	琞	1288	1288	501	-6.5
sheng	生	1288	1288	501	-30.0
sheng	甥	1288	1288	501	-30.0
sheng	盛	1290	1290	128	-10.176899909973145
sheng	省	1288	1288	501	-30.0
sheng	眚	1288	1288	501	-6.5
sheng	竔	1288	1288	501	-6.5
sheng	笙	1285	1285	312	-16.200199127197266
sheng	縄	1288	1288	501	-30.0
sheng	繩	1288	1288	501	-30.0
sheng	绳	1288	1288	501	-6.5
sheng	聖	1288	1288	501	-30.0
sheng	聲	1288	1288	501	-30.0
sheng	胜	1288	1288	501	-6.5
sheng	苼	1288	1288	501	-6.5
sheng	蕂	1288	1288	501	-6.5
sheng	譝	1288	1288	501	-6.5
sheng	貹	1288	1288	501	-6.5
sheng	賸	1288	1288	501	-6.5
sheng	鉎	1288	1288	501	-6.5
sheng	鍟	1288	1288	501	-6.5
sheng	阩	1288	1288	501	-6.5
sheng	陞	1288	1288	501	-30.0
sheng	陹	1288	1288	501	-6.5
sheng	鵿	1288	1288	501	-6.5
sheng	鼪	1288	1288	501	-6.5
sheng	𠇷	1288	1288	501	-6.5
sheng	𠓸	1288	1288	501	-6.5
sheng	𠓽	1288	1288	501	-6.5
sheng	𠴢	1288	1288	501	-6.5
sheng	𡞞	1288	1288	501	-6.5
sheng	𡨽	1288	1288	501	-6.5
sheng	𢦑	1288	1288	501	-6.5
sheng	𣢡	1288	1288	501	-6.5
sheng	𣬺	1288	1288	501	-6.5
sheng	𤚣	1288	1288	501	-6.5
sheng	𤯡	1288	1288	501	-6.5
sheng	𥘥	1288	1288	501	-6.5
sheng	𥟎	1288	1288	501	-6.5
sheng	𦔄	1288	1288	501	-6.5
sheng	𦕡	1288	1288	501	-6.5
sheng	𦖞	1288	1288	501	-6.5
sheng	𦛙	1288	1288	501	-6.5
sheng	𦩱	1288	1288	501	-6.5
sheng	𦳗	1288	1288	501	-6.5
sheng	𧍖	1288	1288	501	-6.5
sheng	𧡶	1288	1288	501	-6.5
sheng	𧪝	1288	1288	501	-6.5
sheng	𧿘	1288	1288	501	-6.5
sheng	𨁠	1288	1288	501	-6.5
sheng	𨕻	1288	1288	501	-6.5
sheng	𨚱	1288	1288	501	-6.5
sheng	𨜜	1288	1288	501	-6.5
sheng	𨲓	1288	1288	501	-6.5
sheng	𨵥	1288	1288	501	-6.5
sheng	𩍋	1288	1288	501	-6.5
sheng	𪅻	1288	1288	501	-6.5
sheng	𬂉	1288	1288	501	-6.5
sheng	𬸆	1288	1288	501	-6.5
sheng	𰑪	1288	1288	501	-6.5
sheng	𰷩	1288	1288	501	-6.5
sheng	𰽫	1288	1288	501	-6.5
sheng	𰾝	1288	1288	501	-6.5
sheng	𱰎	1288	1288	501	-6.5
shengai	聖愛	1291	1291	501	-17.239099502563477
shengan	勝安	1290	1290	501	-13.955699920654297
shengan	昇庵	1291	1291	501	-17.239099502563477
shengan	盛安	1291	1291	219	-13.980999946594238
shengan	省案	1285	1285	501	-18.28529930114746
shengan	神感	1285	1285	501	-18.28529930114746
shengan	神竿	1285	1285	501	-18.28529930114746
shengan	腎肝	1285	1285	501	-18.28529930114746
shengan	身幹	1285	1285	501	-18.28529930114746
shengang	慎剛	1291	1291	501	-15.29319953918457
shengang	神岡	1293	1293	281	-12.31470012664795
shengang	神港	1288	1288	406	-14.4931001663208
shengang	神鋼	1288	1288	281	-18.019500732421875
shengangting	神岡町	1288	1288	82	-14.281800270080566
shengao	深高	1285	1285	501	-18.28529930114746
shengao	申告	1283	1283	455	-10.336299896240234
shengao	神高	1290	1290	280	-16.83489990234375
shengaoshu	申告書	1283	1298	17	-13.215100288391113
shengba	聖八	1291	1291	501	-17.239099502563477
shengbai	勝敗	1285	1285	211	-11.082599639892578
shengbai	生白	11	11	501	-17.316600799560547
shengbaitang	生白堂	1290	1290	501	-16.83489990234375
shengban	勝坂	1293	1293	114	-16.823699951171875
shengban	生半	1281	1281	501	-14.676600456237793
shengban	生坂	1290	1290	200	-13.491999626159668
shengbanke	生半可	1287	1287	66	-11.654399871826172
shengbao	勝保	1291	1291	440	-13.871800422668457
shengbao	勝報	1285	1285	501	-16.264299392700195
shengbao	生保	1285	1285	378	-13.3858003616333
shengbao	聖宝	1289	1289	238	-12.872300148010254
shengbei	勝北	1293	1293	501	-14.683699607849121
shengbei	盛備	1291	1291	501	-17.239099502563477
shengbei	聖杯	1288	1288	429	-11.820599555969238
shengbeizhanzheng	聖杯戦争	1288	1288	26	-13.304300308227539
shengben	勝本	1290	1290	3	-13.51710033416748
shengben	升本	1290	1290	501	-14.464699745178223
shengben	盛本	1290	1290	501	-14.874799728393555
shengbi	生壁	1285	1285	501	-16.52429962158203
shengbi	省筆	1283	1283	501	-19.035600662231445
shengbiao	盛標	1291	1291	501	-17.239099502563477
shengbiao	縄鏢	1285	1285	501	-18.28529930114746
shengbie	生別	1283	1283	76	-15.509300231933594
shengbie	省別	1285	1285	501	-18.28529930114746
shengbie	聖別	1283	1283	199	-17.569299697875977
shengbigu	勝比古	1291	1291	501	-15.29319953918457
shengbing	聖柄	1285	1285	501	-18.380599975585938
shengbo	勝博	1291	1291	501	-14.194499969482422
shengbo	升伯	1291	1291	501	-17.239099502563477
shengbo	生剥	1285	1285	501	-18.380599975585938
shengbo	生蕃	1285	1285	104	-15.374899864196777
shengbo	聖博	1291	1291	501	-17.239099502563477
shengbu	勝部	1290	1290	285	-13.039400100708008
shengbu	声部	1288	1288	458	-12.484600067138672
shengbu	生布	1285	1285	501	-18.380599975585938
shengbu	省部	1285	1285	501	-18.28529930114746
shengcai	生彩	1285	1285	501	-18.28529930114746
shengcai	生材	1285	1285	501	-18.28529930114746
shengcan	生残	1285	1285	351	-18.28529930114746
shengcan	盛餐	1285	1285	501	-18.28529930114746
shengcan	聖餐	1285	1285	199	-13.593899726867676
shengcang	勝倉	1290	1290	501	-14.903400421142578
shengcang	勝藏	1291	1291	501	-17.239099502563477
shengcanshi	聖餐式	1288	1288	199	-13.729000091552734
shengcha	生茶	1288	1288	487	-13.85569953918457
shengcha	省察	1283	1283	88	-13.05679988861084
shengchan	生産	1283	1283	55	-7.701700210571289
shengchande	生産地	1288	1288	55	-11.97920036315918
shengchande	生産的	1283	1299	17	-12.289199829101562
shengchandiaozheng	生産調整	1288	1288	501	-14.388500213623047
shengchang	勝常	1288	1288	501	-18.019500732421875
shengchang	勝昌	1291	1291	501	-15.224200248718262
shengchang	生昌	1291	1291	501	-17.239099502563477
shengchang	盛常	1291	1291	501	-17.239099502563477
shengchang	盛昌	1285	1285	501	-18.28529930114746
shengchang	聖娼	1285	1285	501	-18.28529930114746
shengchanguanli	生産管理	1288	1288	486	-13.052200317382812
shengchanguimo	生産規模	1288	1288	79	-14.241000175476074
shengchanguo	生産国	1288	1288	240	-13.051799774169922
shengchanguocheng	生産過程	1288	1288	79	-13.624199867248535
shengchanhuodong	生産活動	1288	1288	501	-12.75160026550293
shengchanjihua	生産計画	1288	1288	281	-13.79990005493164
shengchanjishu	生産技術	1288	1288	79	-12.678000450134277
shengchanjudian	生産拠点	1288	1288	378	-12.256799697875977
shengchanli	生産力	1288	1288	79	-12.093400001525879
shengchanliang	生産量	1288	1288	55	-10.498700141906738
shengchannengli	生産能力	1288	1288	79	-12.430800437927246
shengchannianlingrenkou	生産年齢人口	1288	1288	248	-14.053899765014648
shengchanshebei	生産設備	1288	1288	501	-12.698599815368652
shengchanshouduan	生産手段	1288	1288	79	-12.872699737548828
shengchanshu	生産数	1283	1298	17	-12.669300079345703
shengchantaishu	生産台数	1283	1285	17	-12.887299537658691
shengchanwu	生産物	1283	1298	17	-12.853500366210938
shengchanxianchang	生産現場	1288	1288	79	-13.13379955291748
shengchanxing	生産型	1283	1298	17	-13.18120002746582
shengchanxing	生産性	1288	1288	351	-9.968400001525879
shengchanyangshi	生産様式	1288	1288	79	-14.296799659729004
shengchanyaosu	生産要素	1288	1288	79	-13.787199974060059
shengchanyuan	生産元	1283	1298	17	-12.802300453186035
shengchanzhe	生産者	1283	1298	17	-12.967000007629395
shengchanzhongle	生産終了	1283	1283	17	-11.968099594116211
shengchanzhongzhi	生産中止	1283	1283	17	-12.922499656677246
shengche	勝車	1285	1285	501	-18.380599975585938
shengchen	勝臣	1291	1291	501	-15.29319953918457
