# pinyin	word	lcid	rcid	mid	value
xiuling	秀嶺	1285	1285	501	-18.28529930114746
xiuliwu	修理屋	1283	1298	17	-13.177900314331055
xiulizhijie	修理之介	1291	1291	501	-17.239099502563477
xiulizhong	修理中	1283	1305	17	-13.18120002746582
xiulong	秀隆	1291	1291	394	-11.850000381469727
xiulun	修論	1285	1285	501	-14.207799911499023
xiuluo	修羅	1285	1285	212	-12.175200462341309
xiuluochang	修羅場	1285	1285	26	-12.09179973602295
xiuma	修馬	1291	1291	501	-16.545900344848633
xiuma	秀馬	1291	1291	501	-14.243300437927246
xiuman	秀満	1291	1291	148	-13.13640022277832
xiumei	秀美	1291	1291	49	-17.239099502563477
xiumi	修弥	1291	1291	501	-15.986300468444824
xiumi	秀弥	1291	1291	501	-15.29319953918457
xiumian	休眠	1283	1283	355	-11.647899627685547
xiumianhuishe	休眠会社	1288	1288	374	-14.281800270080566
xiumin	秀敏	1291	1291	159	-13.641799926757812
xiuming	修明	1291	1291	501	-14.687000274658203
xiuming	秀明	1291	1291	439	-11.043600082397461
xiumo	秀麿	1291	1291	223	-12.514599800109863
xiumu	休沐	1285	1285	501	-18.28529930114746
xiumu	朽木	1291	1291	3	-17.239099502563477
xiumu	朽目	1285	1285	501	-18.380599975585938
xiumu	袖幕	1285	1285	501	-18.28529930114746
xiumufenqiang	朽木糞牆	1285	1285	228	-15.672599792480469
xiunai	秀乃	1291	1291	501	-17.239099502563477
xiunan	修男	1291	1291	501	-16.545900344848633
xiunan	秀男	1291	1291	439	-12.23289966583252
xiunian	秀年	1291	1291	501	-15.246600151062012
xiunv	修女	1285	1285	406	-15.90410041809082
xiunv	秀女	1285	1285	501	-18.486000061035156
xiupa	秀葩	1291	1291	501	-17.239099502563477
xiupin	秀品	1285	1285	501	-18.28529930114746
xiuping	修平	1291	1291	370	-11.32289981842041
xiuping	秀平	1291	1291	439	-13.392499923706055
xiuping	袖塀	1285	1285	501	-18.28529930114746
xiuqi	休憩	1283	1283	109	-8.993300437927246
xiuqi	休戚	1285	1285	501	-17.387399673461914
xiuqi	秀起	1291	1291	501	-15.565099716186523
xiuqi	鮴埼	1293	1293	501	-16.823699951171875
xiuqi	鮴崎	1293	1293	501	-16.26409912109375
xiuqing	秀卿	1291	1291	501	-17.239099502563477
xiuqing	秀晴	1291	1291	501	-15.29319953918457
xiuqishi	休憩室	1283	1298	17	-12.104399681091309
xiuqisuo	休憩所	1293	1293	501	-11.078100204467773
xiuqiu	嗅球	1285	1285	183	-18.28529930114746
xiuqiu	秀秋	1291	1291	498	-12.086700439453125
xiuqizhong	休憩中	1283	1305	17	-11.114800453186035
xiuquan	秀全	1291	1291	501	-15.852800369262695
xiuran	秀然	1285	1285	501	-18.486000061035156
xiuren	修仁	1291	1291	501	-15.159600257873535
xiuren	秀人	1291	1291	439	-11.9483003616333
xiuren	秀仁	1291	1291	159	-13.794400215148926
xiuren	秀任	1291	1291	501	-14.84119987487793
xiuri	休日	1314	1314	380	-7.893499851226807
xiurichuqin	休日出勤	1288	1288	42	-11.725600242614746
xiurilaodong	休日労働	1288	1288	345	-14.299799919128418
xiurong	秀栄	1291	1291	497	-12.18280029296875
xiusan	修三	1291	1291	439	-12.834400177001953
xiusan	秀三	1291	1291	159	-17.239099502563477
xiusan	脩三	1291	1291	501	-16.140499114990234
xiusanlang	秀三郎	1291	1291	285	-13.458700180053711
xiushan	休山	1288	1288	102	-14.243800163269043
xiushan	修善	1285	1285	501	-18.28529930114746
xiushan	修繕	1283	1283	494	-11.157299995422363
xiushan	秀善	1291	1291	501	-15.629599571228027
xiushan	秀山	1291	1291	392	-12.962400436401367
xiushan	袖山	1290	1290	501	-14.100500106811523
xiushanchui	朽山吹	1285	1285	501	-18.380599975585938
xiushanfei	修繕費	1288	1288	474	-13.616600036621094
xiushang	秀尚	1291	1291	501	-14.074999809265137
xiushangongshi	修繕工事	1288	1288	494	-13.627300262451172
xiushanjilijin	修繕積立金	1288	1288	286	-14.170599937438965
xiushansi	修善寺	1293	1293	473	-11.930899620056152
xiushen	休神	1283	1283	501	-17.569299697875977
xiushen	修身	1291	1291	406	-13.82129955291748
xiusheng	修省	1283	1283	501	-17.569299697875977
xiusheng	朽縄	1285	1285	501	-18.486000061035156
xiusheng	秀勝	1291	1291	148	-11.750100135803223
xiusheng	秀生	1291	1291	501	-14.170999526977539
xiusheng	秀盛	1291	1291	465	-13.575499534606934
xiushenqijia	修身斉家	1285	1285	228	-15.672599792480469
xiushi	休石	1285	1285	501	-18.380599975585938
xiushi	修史	1285	1285	275	-14.339300155639648
xiushi	修士	1285	1285	314	-11.580699920654297
xiushi	修市	1291	1291	501	-15.629599571228027
xiushi	修飾	1283	1283	327	-11.456600189208984
xiushi	秀世	1291	1291	501	-13.92490005493164
xiushi	秀実	1291	1291	122	-19.656999588012695
xiushi	秀市	1291	1291	501	-15.629599571228027
xiushihao	修士号	1288	1288	314	-11.33810043334961
xiushikecheng	修士課程	1288	1288	187	-10.491900444030762
xiushilang	秀十郎	1291	1291	501	-17.239099502563477
xiushilunwen	修士論文	1288	1288	239	-12.704999923706055
xiushiyu	修飾語	1288	1288	327	-13.007599830627441
xiushizi	修飾子	1285	1285	501	-14.84689998626709
xiushou	秀寿	1291	1291	501	-14.796699523925781
xiushou	袖手	1285	1285	501	-17.850000381469727
xiushoubangguan	袖手傍観	1283	1283	228	-15.123600006103516
xiushu	秀樹	1291	1291	370	-10.680399894714355
xiushui	秀水	1291	1291	501	-17.239099502563477
xiusi	修司	1291	1291	497	-11.952500343322754
xiusi	修嗣	1291	1291	501	-15.246600151062012
xiusi	秀司	1291	1291	161	-17.239099502563477
xiusi	秀嗣	1291	1291	501	-17.239099502563477
xiusi	脩司	1291	1291	501	-16.545900344848633
xiusilang	秀四郎	1291	1291	501	-17.239099502563477
xiusong	秀松	1291	1291	76	-14.14799976348877
xiusui	秀穂	1291	1291	159	-13.993900299072266
xiusuo	休所	1285	1285	501	-18.28529930114746
xiusuo	朽索	1285	1285	501	-18.28529930114746
xiutai	修太	1291	1291	501	-14.435700416564941
xiutai	修汰	1291	1291	122	-20.464000701904297
xiutai	秀太	1291	1291	159	-12.1181001663208
xiutailang	休太郎	1291	1291	501	-17.239099502563477
xiutailang	修太郎	1291	1291	501	-14.674099922180176
xiutailang	秀太郎	1291	1291	285	-12.930500030517578
xiuti	休題	1285	1285	501	-18.28529930114746
xiuting	休廷	1283	1283	444	-15.509300231933594
xiutong	秀通	1291	1291	10	-17.239099502563477
xiutu	休屠	1289	1289	501	-17.04050064086914
xiuwaihuizhong	秀外恵中	1285	1285	228	-15.672599792480469
xiuwan	秀丸	1288	1288	501	-15.332500457763672
xiuwang	秀王	1291	1291	501	-15.852800369262695
xiuwang	袖網	1285	1285	501	-18.380599975585938
xiuwei	修為	1285	1285	501	-18.28529930114746
xiuwen	修文	1285	1285	76	-18.28529930114746
xiuwen	秀文	1291	1291	159	-13.614700317382812
xiuwu	休屋	1293	1293	501	-14.010299682617188
xiuwu	修吾	1291	1291	501	-13.310500144958496
xiuwu	修武	1291	1291	229	-12.964699745178223
xiuwu	秀吾	1291	1291	501	-14.38640022277832
xiuwu	秀悟	1291	1291	501	-12.295000076293945
xiuwu	秀武	1291	1291	76	-13.111900329589844
xiuwulang	秀五郎	1291	1291	501	-17.239099502563477
xiuwulang	脩五郎	1291	1291	501	-15.629599571228027
xiuxi	休息	1283	1283	271	-10.757100105285645
xiuxi	修習	1283	1283	85	-13.312600135803223
xiuxi	秀喜	1291	1291	49	-14.110799789428711
xiuxia	休暇	1285	1285	380	-10.556500434875488
xiuxia	袖下	1285	1285	501	-18.380599975585938
xiuxian	休閑	1285	1285	143	-15.652799606323242
xiuxian	秀憲	1291	1291	501	-14.060999870300293
xiuxian	秀顕	1291	1291	501	-15.29319953918457
xiuxiang	休祥	1285	1285	501	-18.28529930114746
xiuxiang	秀郷	1291	1291	440	-12.264599800109863
xiuxianju	繍線菊	1285	1285	501	-18.380599975585938
xiuxiao	休校	1283	1283	253	-11.113900184631348
xiuxiao	秀効	1291	1291	501	-17.239099502563477
xiuxiao	秀孝	1291	1291	330	-13.313799858093262
xiuxiazhong	休暇中	1285	1305	17	-12.608599662780762
xiuxin	休心	1283	1283	501	-16.350099563598633
xiuxin	秀信	1291	1291	148	-11.840900421142578
xiuxing	修行	1283	1283	364	-9.222299575805664
xiuxing	秀幸	1291	1291	159	-12.498499870300293
xiuxing	秀興	1291	1291	501	-14.754199981689453
xiuxing	秀行	1291	1291	497	-11.159500122070312
xiuxingseng	修行僧	1288	1288	32	-12.206600189208984
xiuxingzhe	修行者	1283	1298	17	-13.008700370788574
xiuxingzhong	修行中	1283	1305	17	-12.323599815368652
xiuxiong	秀雄	1291	1291	439	-10.611700057983398
xiuxiu	秀脩	1291	1291	122	-19.485000610351562
xiuxu	秀緒	1291	1291	501	-17.239099502563477
xiuxuan	秀宣	1291	1291	501	-15.07960033416748
xiuxue	休学	1283	1283	364	-11.667400360107422
xiuxue	休雪	1291	1291	501	-17.239099502563477
xiuxue	修学	1283	1283	406	-12.549500465393066
xiuxue	脩学	1283	1283	501	-17.569299697875977
xiuxuelvxing	修学旅行	1285	1285	364	-11.094099998474121
xiuxueyuan	修学院	1293	1293	371	-12.94909954071045
xiuxun	秀訓	1291	1291	501	-17.239099502563477
xiuya	秀雅	1291	1291	462	-13.641799926757812
xiuyan	休演	1283	1283	380	-12.629300117492676
xiuyan	修験	1285	1285	404	-13.075300216674805
xiuyan	秀彦	1291	1291	159	-12.869600296020508
xiuyandao	修験道	1288	1288	404	-12.14490032196045
xiuyang	休養	1283	1283	337	-10.298399925231934
xiuyang	修養	1283	1283	365	-12.556599617004395
xiuyang	秀央	1291	1291	285	-14.713299751281738
xiuyang	秀洋	1291	1291	501	-15.29319953918457
xiuyanri	休演日	1288	1288	501	-14.329000473022461
xiuyanzhe	修験者	1288	1288	32	-12.781399726867676
xiuyao	休薬	1285	1285	501	-18.28529930114746
xiuye	休業	1283	1283	380	-10.408699989318848
xiuye	修也	1291	1291	159	-13.09589958190918
xiuye	修業	1285	1285	364	-13.109100341796875
xiuye	朽葉	1290	1290	392	-16.83489990234375
xiuye	秀也	1291	1291	501	-13.768099784851074
xiuye	秀野	1291	1291	501	-14.277199745178223
xiuye	袖野	1290	1290	501	-16.572500228881836
xiuyebuchang	休業補償	1288	1288	501	-14.046799659729004
xiuyenianxian	修業年限	1288	1288	85	-12.658499717712402
xiuyeri	休業日	1283	1298	17	-13.184499740600586
xiuyeshoudang	休業手当	1288	1288	345	-14.145700454711914
xiuyeyaoqing	休業要請	1288	1288	501	-13.212400436401367
xiuyezhong	休業中	1283	1305	17	-12.880399703979492
xiuyi	修一	1291	1291	370	-10.975700378417969
xiuyi	修儀	1285	1285	501	-18.28529930114746
xiuyi	修義	1291	1291	501	-17.644500732421875
xiuyi	秀一	1291	1291	439	-17.239099502563477
xiuyi	秀毅	1291	1291	501	-14.871899604797363
xiuyi	秀義	1291	1291	219	-13.32699966430664
xiuyi	秀逸	1291	1291	66	-15.44729995727539
xiuyi	脩一	1291	1291	501	-14.674099922180176
xiuyilang	修一朗	1291	1291	501	-12.253199577331543
xiuyilang	修一郎	1291	1291	439	-13.000100135803223
xiuyilang	秀一郎	1291	1291	159	-13.323699951171875
xiuyin	秀吟	1285	1285	501	-17.850000381469727
xiuyin	秀胤	1291	1291	148	-13.085399627685547
xiuyin	袖印	1285	1285	501	-18.380599975585938
xiuyin	袖隠	1285	1285	501	-18.380599975585938
xiuying	秀穎	1291	1291	501	-17.239099502563477
xiuying	秀英	1287	1287	392	-16.689599990844727
xiuyingti	秀英体	1288	1288	501	-13.562199592590332
xiuyou	修友	1285	1285	501	-18.28529930114746
xiuyou	修猷	1288	1288	501	-15.627300262451172
xiuyou	秀侑	1291	1291	501	-17.239099502563477
xiuyou	秀友	1288	1288	501	-18.019500732421875
xiuyouguan	修猷館	1288	1288	406	-13.334400177001953
xiuyu	休愚	1291	1291	501	-17.239099502563477
xiuyu	休漁	1285	1285	501	-18.28529930114746
xiuyu	秀宇	1291	1291	501	-17.239099502563477
xiuyuan	休園	1285	1285	494	-13.17770004272461
xiuyuan	朽原	1290	1290	501	-16.141799926757812
xiuyuan	秀元	1291	1291	148	-11.55720043182373
xiuyuan	袖垣	1285	1285	145	-16.339399337768555
xiuyuanri	休園日	1288	1288	501	-14.362299919128418
xiuyue	修悦	1291	1291	501	-16.545900344848633
xiuyue	秀岳	1288	1288	501	-18.019500732421875
xiuyue	秀悦	1291	1291	73	-13.597100257873535
xiuyue	羞月	1285	1285	501	-18.28529930114746
xiuyuebihua	羞月閉花	1285	1285	228	-15.672599792480469
xiuzai	休載	1283	1283	143	-11.662500381469727
xiuzai	修哉	1291	1291	501	-13.062100410461426
xiuzai	秀哉	1291	1291	124	-14.054100036621094
xiuzang	休蔵	1291	1291	501	-17.239099502563477
xiuzang	修蔵	1291	1291	501	-14.435700416564941
xiuzang	秀蔵	1291	1291	497	-13.94320011138916
xiuzao	修造	1291	1291	238	-13.436100006103516
xiuzao	秀造	1291	1291	501	-15.44729995727539
xiuzao	脩造	1291	1291	501	-15.041799545288086
xiuze	秀則	1291	1291	399	-13.3996000289917
xiuzhai	休債	1285	1285	501	-18.28529930114746
xiuzhan	休戦	1283	1283	209	-11.166899681091309
xiuzhang	秀彰	1291	1291	501	-14.425700187683105
xiuzhang	秀章	1291	1291	293	-14.047200202941895
xiuzhang	秀長	1291	1291	498	-11.388299942016602
xiuzhang	繍帳	1285	1285	501	-18.28529930114746
xiuzhang	繡帳	1285	1285	501	-18.28529930114746
xiuzhang	袖丈	1285	1285	29	-14.2878999710083
xiuzhang	袖章	1285	1285	242	-14.269700050354004
xiuzhanxieding	休戦協定	1288	1288	209	-12.300600051879883
xiuzhao	秀昭	1291	1291	159	-13.130900382995605
xiuzhe	袖摺	1285	1285	501	-18.380599975585938
xiuzhen	休診	1283	1283	402	-13.743200302124023
xiuzhen	秀真	1291	1291	439	-13.178600311279297
xiuzhen	袖珍	1285	1285	501	-15.991800308227539
xiuzheng	修整	1283	1283	289	-13.634499549865723
xiuzheng	修正	1283	1283	375	-8.58590030670166
xiuzheng	修証	1285	1285	501	-18.28529930114746
xiuzheng	修證	1285	1285	501	-18.28529930114746
xiuzheng	秀征	1291	1291	122	-13.585000038146973
xiuzheng	秀政	1291	1291	148	-11.651800155639648
xiuzheng	秀正	1291	1291	328	-13.889200210571289
xiuzhengan	修正案	1288	1288	436	-12.684000015258789
xiuzhengban	修正版	1283	1298	17	-12.66409969329834
xiuzhenghou	修正後	1283	1305	17	-13.126700401306152
xiuzhengtiaoxiang	修正条項	1288	1288	13	-13.211899757385254
xiuzhengzhuyi	修正主義	1288	1288	388	-13.00469970703125
xiuzhengzhuyizhe	修正主義者	1288	1288	126	-14.319700241088867
xiuzhi	休止	1283	1283	380	-9.262800216674805
xiuzhi	休職	1283	1283	46	-10.654399871826172
xiuzhi	修之	1291	1291	104	-14.14799976348877
xiuzhi	修治	1291	1291	344	-12.469799995422363
xiuzhi	秀之	1291	1291	439	-12.351200103759766
xiuzhi	秀志	1291	1291	501	-14.118200302124023
xiuzhi	秀治	1291	1291	497	-11.98069953918457
xiuzhi	秀直	1291	1291	285	-13.42140007019043
xiuzhijie	休之介	1291	1291	501	-17.239099502563477
xiuzhizhong	休止中	1283	1305	17	-12.516799926757812
xiuzhizhong	休職中	1283	1305	17	-12.529899597167969
xiuzhizhu	休之助	1291	1291	501	-17.239099502563477
xiuzhizhu	秀之助	1291	1291	285	-13.94320011138916
xiuzhong	秀忠	1291	1291	108	-10.038100242614746
xiuzhong	袖中	1290	1290	501	-15.918600082397461
xiuzhong	袖塚	1285	1285	501	-18.380599975585938
xiuzhu	修助	1291	1291	501	-17.239099502563477
xiuzhu	修竹	1285	1285	501	-18.28529930114746
xiuzhu	修築	1283	1283	394	-12.377599716186523
xiuzhu	秀助	1291	1291	399	-14.218600273132324
xiuzhu	脩竹	1285	1285	501	-18.28529930114746
xiuzi	修子	1291	1291	159	-14.026900291442871
xiuzi	修自	1291	1291	501	-17.239099502563477
xiuzi	秀子	1291	1291	370	-11.670700073242188
xiuzi	秀資	1291	1291	501	-17.239099502563477
xiuzi	袖子	1291	1291	501	-17.239099502563477
xiuzong	秀宗	1291	1291	148	-12.140199661254883
xiuzuo	修作	1291	1291	501	-13.406800270080566
xiuzuo	秀作	1291	1291	312	-14.14799976348877
xiwa	西窪	1293	1293	501	-16.823699951171875
xiwai	系外	1285	1285	501	-18.28529930114746
xiwaihuoxing	系外惑星	1288	1288	466	-13.106300354003906
xiwan	喜丸	1291	1291	501	-17.239099502563477
xiwan	細腕	1285	1285	501	-14.894800186157227
xiwan	膝丸	1289	1289	501	-11.270999908447266
xiwan	西丸	1290	1290	108	-11.97819995880127
xiwang	喜望	1293	1293	501	-16.823699951171875
xiwang	希望	1283	1283	133	-7.754799842834473
xiwang	西望	1283	1283	501	-17.569299697875977
xiwangdeguance	希望的観測	1288	1288	350	-12.793999671936035
xiwange	希望額	1283	1298	17	-12.46090030670166
xiwangfeng	喜望峰	1293	1293	410	-11.486599922180176
xiwangfengshi	喜望峰士	1288	1288	501	-18.019500732421875
xiwangmu	西王母	1289	1289	32	-17.04050064086914
xiwangshu	希望数	1283	1298	17	-11.99470043182373
xiwangtuizhi	希望退職	1288	1288	387	-13.722200393676758
xiwangxiaomaisige	希望小売価格	1288	1288	163	-12.666999816894531
xiwangxiu	希望休	1283	1285	17	-13.055500030517578
xiwangzhe	希望者	1288	1288	42	-10.880499839782715
xiwei	吸味	1285	1285	501	-18.380599975585938
xiwei	細尾	1293	1293	110	-15.907500267028809
xiwei	細微	1287	1287	501	-14.952300071716309
xiwei	西尾	1290	1290	330	-10.303899765014648
xiwei	西魏	1294	1294	246	-16.117399215698242
xiweiganer	西尾幹二	1289	1289	444	-12.805000305175781
xiweimoguang	西尾末広	1289	1289	191	-12.878499984741211
xiweishi	西尾市	1293	1293	18	-11.43239974975586
xiweitao	西尾桃	1289	1289	122	-21.288000106811523
xiweiweixin	西尾維新	1289	1289	393	-11.571200370788574
xiweiyi	西尾駅	1293	1293	321	-12.816399574279785
xiweiyoujiali	西尾由佳理	1289	1289	122	-17.1299991607666
xiweizi	希味子	1291	1291	501	-16.728200912475586
xiwen	喜文	1291	1291	501	-15.159600257873535
xiwen	喜温	1291	1291	501	-17.239099502563477
xiwen	檄文	1285	1285	193	-13.87030029296875
xiwen	汐文	1288	1288	501	-18.019500732421875
xiwen	西文	1290	1290	501	-16.83489990234375
xiweng	西翁	1289	1289	501	-17.04050064086914
xiwu	吸物	1285	1285	93	-18.380599975585938
xiwu	夕霧	1285	1285	74	-18.380599975585938
xiwu	息物	1285	1285	501	-18.380599975585938
xiwu	洗物	1285	1285	501	-18.380599975585938
xiwu	習武	1285	1285	501	-18.28529930114746
xiwu	西悟	1289	1289	501	-17.04050064086914
xiwu	西武	1288	1288	316	-17.90169906616211
xiwubaihuodian	西武百貨店	1292	1292	35	-10.684499740600586
xiwuchidaibendian	西武池袋本店	1288	1288	501	-14.321200370788574
xiwuchidaixian	西武池袋線	1288	1288	162	-12.76259994506836
xiwufantian	西五反田	1293	1293	450	-13.608200073242188
xiwugen	西舞根	1293	1293	501	-16.823699951171875
xiwuhe	西舞鶴	1288	1288	129	-14.298299789428711
xiwuqiuchang	西武球場	1288	1288	316	-13.570899963378906
xiwusuozechelianggongchang	西武所沢車両工場	1292	1292	426	-12.621500015258789
xiwuwu	喜屋武	1290	1290	200	-12.284199714660645
xiwuxian	西武線	1288	1288	162	-13.103599548339844
xiwuxinsuyi	西武新宿駅	1293	1293	321	-12.480999946594238
xiwuyouletingxian	西武有楽町線	1288	1288	162	-14.432499885559082
xiwuyuan	西武園	1292	1292	2	-12.22760009765625
xiwuzhidao	西武鉄道	1292	1292	280	-9.46660041809082
xiwuzhifuxian	西武秩父線	1288	1288	280	-14.09749984741211
xiwuzhifuyi	西武秩父駅	1293	1293	321	-12.798399925231934
xixi	吸息	1285	1285	501	-18.28529930114746
xixi	喜喜	1285	1285	501	-18.486000061035156
xixi	夕希	1291	1291	501	-14.520000457763672
xixi	夕汐	1285	1285	501	-18.380599975585938
xixi	嬉嬉	1285	1285	501	-18.486000061035156
xixi	昔昔	1314	1314	501	-16.60740089416504
xixi	稀稀	1281	1281	501	-17.061500549316406
xixi	細細	1282	1282	501	-16.417200088500977
xixi	細隙	1285	1285	501	-18.28529930114746
xixi	西潟	1290	1290	501	-14.428000450134277
xixi	隙隙	1285	1285	501	-18.380599975585938
xixia	夕夏	1291	1291	501	-14.367400169372559
xixia	夕霞	1285	1285	501	-18.380599975585938
xixia	細瑕	1285	1285	501	-17.46430015563965
xixia	膝下	1285	1285	60	-13.42650032043457
xixia	西下	1290	1290	394	-16.83489990234375
xixia	西夏	1291	1291	135	-11.052900314331055
xixia	西狭	1293	1293	501	-16.823699951171875
xixian	喜仙	1288	1288	501	-18.019500732421875
xixian	喜憲	1291	1291	501	-14.624099731445312
xixian	汐先	1285	1285	501	-18.380599975585938
xixian	渓仙	1291	1291	501	-15.041799545288086
xixian	細線	1285	1285	29	-18.28529930114746
xixian	西線	1285	1285	501	-18.380599975585938
xixian	豨薟	1285	1285	501	-18.380599975585938
xixianbei	西仙北	1293	1293	110	-13.914999961853027
xixiang	喜翔	1291	1291	501	-14.367400169372559
xixiang	夕餉	1285	1285	501	-13.748299598693848
xixiang	夕香	1291	1291	501	-14.63640022277832
xixiang	西廂	1285	1285	501	-18.28529930114746
xixiang	西湘	1293	1293	371	-16.823699951171875
xixiang	西郷	1290	1290	106	-11.482600212097168
xixiangcongdao	西郷従道	1289	1289	106	-12.065199851989746
xixiangcun	西郷村	1293	1293	309	-12.746199607849121
xixianghuiyan	西郷輝彦	1289	1289	477	-12.443400382995605
xixiangjun	西郷軍	1288	1288	411	-13.940899848937988
xixianglongsheng	西郷隆盛	1289	1289	106	-10.438199996948242
xixiangshi	西郷氏	1288	1288	464	-14.030500411987305
xixiangzhenyang	西郷真央	1289	1289	122	-17.73699951171875
xixiao	喜孝	1291	1291	501	-14.84119987487793
xixiao	夕咲	1291	1291	501	-15.734999656677246
xixiaoseng	膝小僧	1285	1285	501	-14.224100112915039
xixiaoxuexiao	西小学校	1292	1292	489	-11.699000358581543
xixie	細蟹	1285	1285	501	-18.380599975585938
xixie	西脇	1293	1293	330	-12.950799942016602
xixiecaihua	西脇彩華	1289	1289	122	-20.117000579833984
xixiehengfu	西脇亨輔	1289	1289	122	-18.459999084472656
xixielingxiang	西脇綾香	1289	1289	122	-12.607999801635742
xixieshi	西脇市	1293	1293	18	-12.406900405883789
xixiewu	西蟹屋	1293	1293	501	-15.645099639892578
xixin	喜信	1291	1291	501	-14.674099922180176
xixin	喜心	1291	1291	501	-16.140499114990234
xixin	昔噺	1285	1285	501	-18.380599975585938
xixin	洗心	1285	1285	114	-18.28529930114746
xixin	細心	1287	1287	48	-10.942399978637695
xixin	細芯	1285	1285	501	-18.28529930114746
xixin	西新	1290	1290	81	-12.255000114440918
xixing	喜幸	1291	1291	501	-14.612000465393066
xixing	喜行	1291	1291	501	-15.852800369262695
xixing	夕星	1291	1291	501	-12.278599739074707
xixing	昔型	1285	1285	501	-18.380599975585938
xixing	犀星	1291	1291	49	-12.950900077819824
xixing	稀惺	1290	1290	122	-17.700000762939453
xixing	細型	1285	1285	501	-17.444499969482422
xixing	細形	1285	1285	501	-18.380599975585938
xixing	習性	1285	1285	499	-11.677300453186035
xixing	膝行	1283	1283	501	-16.470699310302734
xixing	西形	1290	1290	501	-15.186200141906738
xixing	西行	1289	1289	238	-10.967000007629395
xixingbu	西興部	1293	1293	267	-14.196700096130371
xixinjing	西新井	1293	1293	489	-12.080300331115723
xixinjingrongting	西新井栄町	1293	1293	450	-14.25879955291748
xixinjingyi	西新井駅	1293	1293	162	-12.840999603271484
xixinqiao	西新橋	1293	1293	489	-13.468000411987305
xixinsu	西新宿	1293	1293	2	-10.92590045928955
xixinting	西新町	1293	1293	450	-12.699299812316895
xixinzhaiqiao	西心斎橋	1293	1293	501	-14.239700317382812
xixiong	喜雄	1291	1291	159	-13.955699920654297
xixiong	膝胸	1285	1285	501	-18.28529930114746
xixiong	西熊	1293	1293	501	-15.149800300598145
xixu	奚恤	1291	1291	501	-17.239099502563477
xixu	欷歔	1285	1285	501	-18.28529930114746
xixu	細緒	1285	1285	501	-18.380599975585938
xixu	膝許	1285	1285	501	-18.380599975585938
xixuan	喜宣	1291	1291	501	-17.239099502563477
xixuan	希玄	1289	1289	501	-17.263700485229492
xixuan	息軒	1291	1291	251	-14.674099922180176
xixuan	析玄	1285	1285	501	-18.28529930114746
xixue	吸血	1285	1285	499	-12.392000198364258
xixue	細雪	1285	1285	57	-13.906100273132324
xixue	習学	1283	1283	501	-17.569299697875977
xixue	西学	1285	1285	501	-18.044099807739258
xixue	隙穴	1285	1285	501	-18.28529930114746
xixuegui	吸血鬼	1285	1285	212	-10.851300239562988
xixunran	昔馴染	1285	1285	501	-18.380599975585938
xiya	西崖	1291	1291	501	-16.545900344848633
xiya	西涯	1291	1291	501	-17.239099502563477
xiyan	吸煙	1283	1283	501	-17.569299697875977
xiyan	喜彦	1291	1291	501	-14.348699569702148
xiyan	夕煙	1285	1285	501	-17.975099563598633
xiyan	夕顔	1293	1293	74	-16.26409912109375
xiyan	希顔	1291	1291	501	-15.852800369262695
xiyan	洗堰	1285	1285	501	-18.380599975585938
xiyan	洗煙	1285	1285	501	-18.28529930114746
xiyan	洗眼	1283	1283	257	-14.98390007019043
xiyan	洗顔	1283	1283	487	-11.110300064086914
xiyan	西岩	1293	1293	124	-16.823699951171875
xiyan	西燕	1293	1293	8	-12.59689998626709
xiyan	西諺	1285	1285	501	-18.28529930114746
xiyang	喜洋	1291	1291	501	-15.041799545288086
xiyang	喜陽	1291	1291	501	-14.93649959564209
xiyang	夕陽	1285	1285	389	-11.932000160217285
xiyang	席揚	1289	1289	501	-17.04050064086914
xiyang	昔陽	1293	1293	501	-16.823699951171875
xiyang	西洋	1285	1285	88	-10.15530014038086
xiyang	西陽	1285	1285	58	-14.416899681091309
xiyang	錫洋	1291	1291	501	-17.239099502563477
xiyangguan	西洋館	1293	1293	229	-12.57759952545166
xiyanggudianxue	西洋古典学	1288	1288	291	-14.023599624633789
xiyanghua	西洋化	1288	1288	388	-13.491600036621094
xiyanghuihua	西洋絵画	1288	1288	501	-13.407400131225586
xiyangliaoli	西洋料理	1288	1288	75	-12.878199577331543
xiyangmeishushi	西洋美術史	1288	1288	57	-13.786299705505371
xiyangren	西洋人	1288	1288	408	-12.163100242614746
xiyangshi	西洋史	1288	1288	501	-12.764200210571289
xiyangshi	西洋式	1288	1288	281	-12.5108003616333
xiyangwenhua	西洋文化	1288	1288	501	-13.045299530029297
xiyangwenming	西洋文明	1288	1288	388	-13.317299842834473
xiyangyinle	西洋音楽	1288	1288	458	-12.309900283813477
xiyangyinleshi	西洋音楽史	1288	1288	0	-14.283300399780273
xiyangyixue	西洋医学	1288	1288	239	-12.235199928283691
xiyangzhanxingshu	西洋占星術	1288	1288	65	-12.88479995727539
xiyangzhexue	西洋哲学	1288	1288	291	-12.959600448608398
xiyanliao	洗顔料	1288	1288	75	-13.000900268554688
xiyao	細腰	1285	1285	501	-15.276000022888184
xiye	夕夜	1291	1291	122	-18.44300079345703
xiye	嬉野	1293	1293	81	-13.562399864196777
xiye	洗液	1285	1285	501	-18.28529930114746
xiye	細葉	1285	1285	501	-18.380599975585938
xiye	細野	1290	1290	344	-10.324899673461914
xiye	襲業	1283	1283	501	-17.569299697875977
xiye	西野	1290	1290	344	-9.308699607849121
xiyechuan	西野川	1290	1290	145	-14.270000457763672
